Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
54666,Ananya Gupta,27,False,48425,1,0,1,2,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,4.592419473505945,4.446370110061093,0
54667,Linda Thompson,36,True,100297,3,8,10,3,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,8.527964611417241,1.0,0
54668,Daniel Thomas,30,False,68506,1,3,7,1,No,No,Yes,2,Master's,Engineering,Software Engineer,6.197468577490438,1.0,0
54669,Sarah Williams,26,False,48069,0,2,9,2,Yes,Yes,No,3,Bachelor's,Finance,Analyst,9.104927253678044,4.834831247086211,0
54670,Luke Anderson,42,True,78567,0,15,4,0,Yes,Yes,Yes,4,High School,Operations,Ops Manager,10.0,6.094419011279774,0
54671,Aisha Singh,44,True,50388,3,22,10,2,No,Yes,Yes,3,Diploma,Engineering,Software Engineer,8.173293259985826,6.036396982146843,0
54672,Vikram Singh,43,True,93857,0,18,8,1,No,Yes,Yes,3,Bachelor's,Finance,Analyst,8.651408649601724,1.07055252039416,0
54673,Aisha Wilson,28,False,53656,0,0,12,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,6.718736274700259,5.748979909908679,0
54674,Aisha Lewis,44,True,86269,0,16,1,0,No,No,No,3,Diploma,Support,Support Engineer,5.501461132435198,7.455602195852184,0
54675,Sophia Williams,35,False,58984,0,14,10,3,Yes,Yes,Yes,3,Master's,Operations,Operations Coordinator,6.9278154845389395,10.0,0
54676,Linda Sharma,24,False,81283,2,0,8,1,Yes,No,Yes,5,Bachelor's,Finance,Analyst,10.0,5.308382122732598,0
54677,Nina Taylor,44,True,30000,3,18,12,0,Yes,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,6.04096414625662,7.811135235334129,0
54678,Sarah Davis,43,False,30000,1,12,10,3,No,Yes,No,2,Diploma,R&D,Scientist,2.3148254745598544,10.0,0
54679,Luke Thompson,26,True,64427,1,0,13,0,No,Yes,No,5,Diploma,Sales,Sales Manager,10.0,6.667704456732477,0
54680,Vikram Miller,46,True,65086,2,13,3,2,No,No,Yes,3,Master's,Sales,Sales Manager,10.0,1.0,0
54681,Priya Taylor,39,True,61721,1,12,8,1,No,Yes,No,5,Diploma,HR,HR Executive,7.090891887572618,8.570811587379529,0
54682,Michael Johnson,40,True,58573,1,2,13,1,Yes,No,Yes,4,PhD,Support,Customer Specialist,7.140773999100659,3.2013958477519426,0
54683,Linda Thompson,32,False,48407,0,1,12,0,No,Yes,Yes,4,Master's,Sales,Sales Manager,1.0,3.152309196771668,0
54684,Luke Sharma,26,True,30000,0,0,14,2,No,Yes,No,4,Diploma,Support,Customer Specialist,1.3725088252208533,3.734150690287983,0
54685,John Davis,30,False,86640,0,0,13,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,3.973689575933363,0
54686,Vikram Thompson,38,False,42403,3,7,0,0,Yes,Yes,Yes,4,Bachelor's,R&D,Researcher,5.401576847148721,7.20928046645619,0
54687,Linda Singh,54,False,53396,0,30,10,3,No,Yes,Yes,5,High School,Support,Customer Specialist,2.5268364769338296,1.0,0
54688,Sarah Walker,22,False,132475,1,0,7,1,No,No,No,3,High School,Support,Customer Specialist,10.0,7.272993284112997,0
54689,Emily Thomas,37,False,95533,1,11,7,0,No,Yes,Yes,3,Diploma,R&D,Researcher,7.355096775748194,6.354097929081355,0
54690,Rohit Patel,39,True,30000,2,15,7,2,No,Yes,Yes,5,Master's,Operations,Ops Manager,2.453327007030194,2.336508156238983,0
54691,Sarah Miller,59,True,73805,0,36,7,1,No,No,Yes,3,Diploma,Engineering,DevOps Engineer,10.0,8.175819043271694,0
54692,Michael Thomas,24,True,72257,3,0,2,2,No,Yes,Yes,4,Master's,HR,HR Executive,6.867759031716154,6.078261974042695,0
54693,Ananya Johnson,43,True,30000,2,18,0,2,Yes,Yes,Yes,4,Master's,R&D,Scientist,1.0,1.0,0
54694,Kiran Lewis,39,False,53012,2,17,11,3,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,5.18926573319562,4.671505156207066,0
54695,Sophia Singh,39,True,86386,1,8,9,2,No,Yes,Yes,4,Diploma,R&D,Scientist,7.136931187452092,8.285843555678548,0
54696,Rohit Walker,45,True,121026,1,20,1,3,Yes,Yes,No,3,Diploma,R&D,Scientist,10.0,6.375433061429218,0
54697,Linda Gupta,29,True,118159,3,7,13,0,Yes,Yes,Yes,3,Bachelor's,Sales,Account Executive,7.070195744342168,5.123215785818996,0
54698,Daniel Davis,39,True,61429,0,14,10,2,No,Yes,Yes,4,High School,Engineering,ML Engineer,3.1524326063855916,2.4544285772697183,0
54699,Leo Brown,23,True,36475,1,0,4,3,No,Yes,Yes,4,Bachelor's,Finance,Analyst,4.32749701796115,2.748532720872264,0
54700,Karen Smith,30,True,59161,1,5,3,2,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,5.218532477160798,1.038460011933295,0
54701,Luke Iyer,32,False,42201,1,0,13,0,Yes,Yes,Yes,3,Master's,R&D,Scientist,3.6159210700052276,5.186270852850755,0
54702,Luke Iyer,35,True,54783,2,2,5,2,No,Yes,Yes,3,Master's,Sales,Account Executive,10.0,2.4216802221644675,0
54703,Michael Brown,34,True,53892,1,4,13,2,No,Yes,Yes,3,High School,Engineering,DevOps Engineer,10.0,5.999073117641557,0
54704,David Kumar,32,False,32907,2,0,7,2,No,Yes,Yes,5,Bachelor's,HR,HR Manager,8.18216382779728,10.0,0
54705,Sophia Anderson,31,True,90872,0,0,5,1,No,Yes,Yes,5,High School,Sales,Sales Manager,4.47967828301197,10.0,1
54706,Emily Thomas,55,False,30000,3,32,6,3,Yes,No,Yes,3,Bachelor's,Engineering,DevOps Engineer,2.1726112663950534,1.0763790691445712,0
54707,Linda Gupta,24,True,50550,0,0,0,1,Yes,Yes,No,2,Master's,Finance,Senior Analyst,4.332393231114562,3.890842027096342,0
54708,Aisha Sharma,34,False,74445,3,13,0,3,Yes,Yes,No,2,High School,Operations,Ops Manager,10.0,3.0119182418424977,0
54709,Rohit Brown,48,True,71980,1,8,3,1,No,Yes,Yes,5,Master's,Engineering,Software Engineer,5.6021797462761045,5.535006082264953,0
54710,Emily Thompson,18,True,83354,3,0,14,2,No,Yes,No,3,Bachelor's,Sales,Sales Manager,7.285538826265174,2.8107236613158677,0
54711,Michael Brown,32,True,49236,3,0,4,3,No,Yes,Yes,5,Bachelor's,Support,Customer Specialist,6.497560613609235,2.120942792338277,0
54712,Olivia Kumar,25,True,115014,1,0,6,3,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,4.927358332570701,0
54713,Priya Brown,24,False,30000,0,0,14,2,Yes,Yes,Yes,3,Diploma,R&D,Researcher,2.350718819591796,8.097170110969278,0
54714,John Iyer,40,True,63944,1,10,11,3,No,Yes,No,3,Bachelor's,Operations,Operations Coordinator,10.0,9.8855229913003,0
54715,Nina Kumar,53,True,62218,0,31,5,3,No,Yes,No,4,Bachelor's,Sales,Sales Manager,10.0,4.196747816886166,0
54716,Daniel Brown,40,True,83449,0,14,6,2,Yes,Yes,No,2,Bachelor's,R&D,Scientist,10.0,3.7223512473966798,0
54717,Kiran Thomas,53,True,81350,0,32,3,0,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,8.866642074884544,2.625192969606279,0
54718,David Thomas,23,False,57215,3,0,12,3,Yes,Yes,Yes,4,Bachelor's,R&D,Scientist,3.174908920759684,3.2734506804198906,0
54719,Olivia Sharma,27,False,43963,3,2,2,1,No,Yes,Yes,3,Master's,HR,HR Manager,1.9393122683455815,2.111864331780242,0
54720,Emily Thomas,44,True,44491,0,19,10,2,No,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,10.0,5.1620728014031165,0
54721,Rohit Sharma,45,True,30000,3,17,5,1,No,No,Yes,2,Master's,Sales,Account Executive,4.42805036336563,4.9792470196566345,0
54722,Priya Patel,18,False,30867,3,0,14,0,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,7.193354325497838,4.395546227624266,0
54723,Vikram Singh,30,True,81134,1,0,13,2,No,Yes,Yes,4,Master's,HR,HR Manager,6.61992724393509,10.0,0
54724,Daniel Sharma,38,True,74287,0,11,12,0,No,Yes,Yes,5,High School,Engineering,Software Engineer,5.347571031395546,4.034267471920947,0
54725,Ananya Anderson,20,False,30000,0,0,11,3,No,Yes,Yes,1,Diploma,HR,HR Manager,4.762052274173836,1.337959352916113,0
54726,Olivia Miller,36,False,30000,2,1,1,1,No,Yes,Yes,5,Bachelor's,Engineering,Software Engineer,6.121143227189126,6.156257246355507,0
54727,Arun Miller,39,False,80190,0,18,8,0,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,10.0,9.71961758490791,0
54728,Rohit Lewis,36,True,45847,1,7,2,1,No,No,Yes,3,High School,Sales,Sales Manager,4.152899260206242,2.476465185946377,0
54729,Daniel Lewis,50,False,100408,1,24,2,0,Yes,Yes,Yes,4,PhD,Finance,Analyst,10.0,1.4837246197709364,0
54730,Linda Gupta,53,True,81682,0,32,9,0,Yes,No,No,3,Master's,Sales,Account Executive,10.0,5.626223623056887,0
54731,Karen Williams,34,True,52669,3,6,9,0,Yes,Yes,Yes,3,Master's,Engineering,DevOps Engineer,7.769262056336451,10.0,0
54732,Leo Lewis,40,True,30060,3,4,4,2,No,Yes,Yes,3,Diploma,R&D,Scientist,9.758122633231281,2.674690798944067,0
54733,Emily Sharma,49,True,72084,1,13,12,2,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,4.646864855237741,2.3205620323743386,0
54734,Michael Thompson,34,False,30000,0,11,6,1,No,No,Yes,2,Diploma,Sales,Account Executive,2.1583575831789936,1.0,0
54735,Sarah Johnson,38,False,67178,2,10,3,2,No,Yes,No,3,Bachelor's,Engineering,ML Engineer,6.166061836647805,7.968277043765528,0
54736,Rohit Davis,37,False,90858,1,7,2,3,No,Yes,Yes,4,Diploma,R&D,Researcher,4.6637424832655165,9.812646894060165,0
54737,Arun Williams,33,True,61423,2,7,12,1,No,Yes,Yes,3,Master's,HR,HR Executive,1.2517597088810604,5.316490434127385,0
54738,Sarah Iyer,35,False,66902,2,7,4,0,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,5.769135848090674,4.124553649875867,0
54739,Priya Lewis,23,False,56917,1,0,2,2,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,5.469991178901445,3.4322752778794325,0
54740,Daniel Davis,30,True,37958,1,0,11,2,No,Yes,No,5,Bachelor's,HR,HR Executive,4.016321709001197,1.718824063970649,0
54741,Leo Davis,57,True,92807,3,34,4,2,No,Yes,Yes,3,Bachelor's,Finance,Analyst,9.744699951333494,8.364854474900588,0
54742,Sarah Iyer,41,True,34292,0,11,5,2,No,Yes,No,3,Diploma,Operations,Ops Manager,10.0,2.18299571242461,0
54743,Sophia Walker,49,False,30000,1,18,14,1,No,Yes,Yes,5,Bachelor's,Engineering,Software Engineer,10.0,2.4045392958587275,0
54744,David Thompson,54,False,40156,3,21,10,1,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,1.0,1.0,0
54745,Priya Smith,47,True,115152,1,26,11,3,No,Yes,Yes,3,High School,Operations,Operations Coordinator,6.242021217813354,9.38560398646818,0
54746,Aisha Miller,46,True,30000,0,10,3,1,No,No,Yes,2,Bachelor's,R&D,Scientist,1.164191106489504,10.0,0
54747,Karen Davis,25,False,53651,1,0,3,1,No,Yes,Yes,3,High School,HR,HR Manager,10.0,10.0,0
54748,John Sharma,18,False,30000,1,0,1,1,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,6.506558491985604,4.787246608584843,0
54749,Karen Smith,31,True,35616,1,2,5,2,Yes,Yes,No,3,Diploma,Sales,Sales Manager,10.0,5.427210616073443,0
54750,Aisha Kumar,34,False,30000,2,0,14,3,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,4.366284451470614,1.0,0
54751,Daniel Patel,53,True,48970,0,29,3,0,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,10.0,1.0,0
54752,Michael Thomas,32,True,47173,0,9,7,1,No,No,No,4,Bachelor's,HR,HR Executive,7.630027797987039,3.6093365510737576,0
54753,Linda Smith,28,True,64389,0,0,4,0,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,6.73514569430064,0
54754,Nina Iyer,36,True,30000,1,10,11,0,Yes,Yes,Yes,3,Diploma,R&D,Researcher,1.0,7.471812498897886,0
54755,Vikram Anderson,45,True,60589,1,21,8,2,No,Yes,Yes,5,Master's,R&D,Scientist,5.871031919653754,7.456141198285277,0
54756,Daniel Thompson,29,False,63871,0,4,10,3,Yes,No,Yes,3,Diploma,Sales,Sales Manager,10.0,10.0,0
54757,Arun Wilson,22,True,47140,0,0,1,0,Yes,Yes,Yes,5,High School,R&D,Researcher,5.768074237597713,6.355412713812571,0
54758,Vikram Kumar,35,True,125391,1,0,2,0,No,Yes,Yes,3,High School,Engineering,ML Engineer,8.836738697688773,8.177780151752437,0
54759,Nina Kumar,35,False,53193,2,4,4,0,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,4.3606993233558065,7.715891481278603,0
54760,Olivia Williams,30,True,53167,1,8,14,0,Yes,Yes,No,3,Bachelor's,Support,Customer Specialist,6.343996961543596,5.285959940006871,0
54761,Linda Kumar,41,False,124071,1,1,7,3,No,No,Yes,3,High School,HR,HR Executive,8.745302881929542,2.4872332941424427,0
54762,Vikram Williams,40,True,98826,1,12,8,3,No,Yes,Yes,3,Master's,HR,HR Manager,7.1115482579777956,9.888623004622835,0
54763,Priya Johnson,29,False,70733,2,0,3,3,No,Yes,Yes,4,High School,Operations,Ops Manager,10.0,2.5654553640782036,0
54764,Emily Johnson,31,False,38583,2,8,5,3,No,Yes,Yes,3,Master's,Operations,Ops Manager,2.3293314846088364,7.189348859846545,0
54765,Aisha Thompson,47,True,67567,1,23,13,2,No,No,Yes,4,Bachelor's,Sales,Sales Manager,1.7449286831274922,2.224272789073022,0
54766,David Davis,29,False,85463,1,0,7,2,No,Yes,Yes,3,Diploma,Support,Customer Specialist,8.863761961216568,10.0,0
54767,Sophia Patel,33,True,48025,1,10,6,2,Yes,Yes,No,4,Master's,Operations,Operations Coordinator,4.229525321890264,6.170663311563504,0
54768,Linda Anderson,32,False,35325,3,0,8,0,No,Yes,Yes,4,High School,R&D,Researcher,4.068132129762574,1.0,0
54769,Emily Wilson,42,False,120156,2,9,0,0,No,Yes,No,1,High School,Finance,Analyst,8.048840273162577,10.0,0
54770,Luke Patel,18,True,30000,3,0,6,2,Yes,Yes,Yes,3,Master's,Finance,Senior Analyst,1.0,2.2840923472219297,0
54771,Rohit Thomas,33,False,61026,0,9,1,3,No,Yes,Yes,2,Diploma,Sales,Account Executive,1.8025604534931219,2.3087528717219765,0
54772,Luke Davis,50,True,72771,0,19,4,3,Yes,Yes,No,3,Master's,R&D,Scientist,1.6137338337992704,1.055610117034126,0
54773,Priya Singh,37,True,31321,1,16,9,1,Yes,Yes,Yes,4,Master's,HR,HR Executive,4.586147280723977,5.439062953506612,0
54774,Sophia Patel,44,True,121535,3,14,6,3,Yes,No,Yes,3,Bachelor's,Sales,Sales Manager,5.8855061442488665,5.058237729557632,0
54775,Sarah Iyer,44,False,74470,2,16,8,1,Yes,Yes,Yes,2,Bachelor's,Support,Customer Specialist,10.0,1.0073096569896318,0
54776,John Sharma,43,True,75488,0,10,5,2,No,No,Yes,4,Master's,Engineering,ML Engineer,5.3207219423424705,3.7411032025586946,0
54777,Sarah Johnson,25,True,30000,1,0,5,2,Yes,Yes,Yes,5,Diploma,Operations,Ops Manager,5.177913278407987,1.0,0
54778,Luke Sharma,31,False,138663,3,9,11,0,No,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,6.821949563720485,7.254501207114705,0
54779,Sophia Singh,33,True,94798,3,0,12,0,Yes,Yes,No,3,Diploma,Support,Customer Specialist,10.0,1.0215353427486544,0
54780,Arun Williams,28,False,64513,0,3,7,0,No,Yes,Yes,3,Diploma,HR,HR Manager,9.999937345501476,1.557634488379379,0
54781,Olivia Thompson,34,True,78900,1,7,5,1,No,Yes,Yes,3,Master's,Support,Support Engineer,9.392190893966381,8.77832476829111,0
54782,Vikram Iyer,37,True,46867,0,12,3,2,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,1.0222938098135348,0
54783,John Kumar,34,True,53071,1,7,1,2,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,8.522443995632495,3.7582709996977752,0
54784,Vikram Thomas,45,False,39882,3,18,10,3,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,6.935861930549162,4.904502668046504,0
54785,Priya Thompson,27,False,67918,2,3,11,0,No,No,Yes,3,Diploma,Sales,Account Executive,4.221550073100135,9.387238085343661,0
54786,Daniel Thompson,32,False,49164,2,6,6,0,No,Yes,No,2,Diploma,R&D,Researcher,2.6560516751203025,4.525310163933592,0
54787,Daniel Johnson,38,False,105555,2,12,6,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,8.111330203126297,2.182391524701239,0
54788,Linda Smith,24,False,72537,0,0,4,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,6.626010742440458,4.474196199509824,0
54789,Vikram Johnson,16,False,30000,0,0,4,1,No,No,Yes,3,Master's,Support,Customer Specialist,6.187186688065522,5.9818253840944715,1
54790,Olivia Thompson,30,False,64868,2,0,14,0,No,Yes,Yes,3,Diploma,R&D,Researcher,10.0,2.4880310762967532,0
54791,Vikram Davis,37,True,45026,1,8,1,1,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,1.7563446549002775,1.0,0
54792,Michael Patel,42,True,82650,3,5,5,0,No,Yes,No,3,Master's,Sales,Sales Manager,10.0,2.8403101932554975,0
54793,Luke Lewis,36,True,34722,1,10,1,3,No,Yes,Yes,3,Master's,Engineering,ML Engineer,9.729852836282094,8.99173442020668,0
54794,Luke Thompson,35,False,54698,1,4,2,1,No,Yes,No,1,Diploma,R&D,Researcher,3.884574853590885,5.674551087323779,0
54795,Arun Anderson,34,True,101560,0,0,12,2,No,Yes,Yes,5,Bachelor's,Sales,Account Executive,6.92380073036917,3.5418218467498708,0
54796,John Wilson,28,False,39216,3,0,8,3,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,5.594554805358662,2.437366079048589,0
54797,Vikram Davis,40,True,35456,0,12,10,1,No,Yes,Yes,2,Diploma,HR,HR Executive,2.272343516805474,2.490095390846786,0
54798,Olivia Iyer,37,False,53601,2,9,3,1,Yes,Yes,Yes,4,Diploma,Finance,Analyst,2.778810242291568,4.860316257395935,0
54799,Nina Smith,30,True,112819,2,0,14,2,No,No,Yes,3,High School,Finance,Analyst,10.0,5.689219710953699,0
54800,Sophia Brown,36,True,64008,2,1,6,2,No,No,Yes,4,Bachelor's,Finance,Senior Analyst,4.038377543579839,1.0,0
54801,Kiran Williams,23,False,54908,1,0,9,2,No,Yes,Yes,4,Bachelor's,Finance,Analyst,1.0,7.965294330238134,0
54802,Priya Williams,22,False,64425,1,0,4,2,Yes,Yes,Yes,3,Bachelor's,Engineering,Software Engineer,10.0,2.599204223100519,0
54803,Vikram Patel,35,False,61170,1,13,3,0,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,5.321744020267483,1
54804,Aisha Singh,28,True,42128,3,4,3,1,Yes,Yes,Yes,3,High School,Sales,Sales Manager,2.6749290931877656,1.806647558398189,0
54805,Sophia Miller,35,True,47225,0,1,14,2,Yes,Yes,Yes,3,PhD,Sales,Sales Manager,7.571194249001389,6.822232379159505,0
54806,John Davis,32,True,86010,3,11,12,1,Yes,Yes,Yes,2,Bachelor's,Support,Customer Specialist,4.67598140073128,7.996530698125077,0
54807,Linda Lewis,37,False,88440,3,12,4,1,Yes,Yes,Yes,4,Diploma,Operations,Operations Coordinator,8.613593564491634,4.719769515753283,0
54808,Kiran Thomas,26,False,40188,1,4,11,2,Yes,Yes,Yes,5,Master's,Operations,Ops Manager,10.0,2.3352465138939795,0
54809,Leo Williams,18,False,46075,1,0,12,0,Yes,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,1.7810637613843818,1.0,0
54810,John Davis,37,True,94334,3,12,2,0,No,Yes,Yes,3,Master's,Support,Customer Specialist,10.0,5.293269848344986,0
54811,Ananya Iyer,40,False,88343,3,15,4,1,Yes,No,Yes,4,High School,Support,Support Engineer,10.0,10.0,0
54812,Sarah Brown,23,True,51750,0,0,3,2,No,Yes,Yes,2,Bachelor's,HR,HR Manager,2.1878616411569505,9.820384039557087,0
54813,Vikram Sharma,37,False,30000,2,14,9,2,No,Yes,No,3,Bachelor's,Finance,Analyst,1.7557897174830472,1.3185522424732161,0
54814,Sarah Lewis,27,True,30000,3,2,2,3,Yes,Yes,Yes,2,Bachelor's,Support,Support Engineer,3.8774058050805724,1.0,0
54815,Emily Smith,49,True,76034,1,13,9,2,Yes,Yes,Yes,2,Master's,Finance,Senior Analyst,7.260635432961456,10.0,0
54816,Vikram Taylor,46,False,65768,0,19,6,3,No,No,Yes,3,Bachelor's,HR,HR Manager,10.0,1.0,0
54817,Daniel Wilson,55,True,53204,0,30,0,2,No,Yes,No,4,High School,Operations,Ops Manager,3.3201886769360525,1.0,0
54818,Emily Johnson,29,True,33164,0,6,9,0,Yes,Yes,Yes,3,Bachelor's,Engineering,Software Engineer,1.0,8.989984264606456,0
54819,Michael Williams,57,False,61835,1,30,9,0,Yes,No,Yes,3,Bachelor's,HR,HR Executive,3.1590624036171544,4.848476950216412,0
54820,Vikram Gupta,46,False,92580,1,8,3,1,No,Yes,Yes,3,Diploma,Sales,Account Executive,8.424372004912948,3.945092503634756,0
54821,Nina Iyer,39,False,30820,1,10,12,2,No,Yes,No,4,Master's,HR,HR Manager,10.0,4.342679183373002,0
54822,Nina Anderson,28,False,42886,3,0,0,0,Yes,Yes,No,4,Bachelor's,R&D,Researcher,1.0,9.452229096580048,0
54823,Michael Singh,29,False,36253,2,0,7,1,No,Yes,No,3,Master's,Finance,Senior Analyst,4.8602928819777595,2.736801385185827,0
54824,Priya Walker,21,True,30000,0,0,5,2,No,Yes,Yes,1,Bachelor's,Engineering,ML Engineer,3.2787933133883445,5.936059719028307,0
54825,Sarah Smith,32,True,30000,0,11,1,3,No,Yes,Yes,4,Master's,Finance,Senior Analyst,5.050349087890396,3.0703175223346246,0
54826,Vikram Davis,48,True,51645,0,26,7,2,No,Yes,Yes,3,High School,Operations,Ops Manager,7.177363632140011,3.4184609077232793,0
54827,Leo Sharma,50,True,65617,0,25,14,3,No,Yes,Yes,3,Master's,Support,Customer Specialist,9.129258927910083,4.86567211916719,0
54828,Aisha Miller,27,False,112028,3,0,8,0,Yes,Yes,Yes,3,Diploma,Operations,Ops Manager,10.0,2.131030987212684,0
54829,John Davis,38,False,91320,0,10,7,3,Yes,Yes,No,2,Bachelor's,Operations,Ops Manager,10.0,5.220358584242181,0
54830,Rohit Sharma,35,False,63250,3,1,0,2,No,Yes,Yes,3,Diploma,R&D,Scientist,10.0,5.042603665273219,0
54831,Sarah Gupta,26,False,93544,0,3,11,2,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,6.735356047826794,3.3259045770223707,0
54832,Ananya Anderson,34,False,40443,3,8,2,3,No,Yes,Yes,2,Diploma,Engineering,ML Engineer,7.028091868285955,5.893402765607548,0
54833,Sarah Brown,20,False,114505,2,0,2,3,Yes,No,Yes,3,Bachelor's,Sales,Sales Manager,10.0,10.0,0
54834,Aisha Walker,21,False,30000,3,0,1,1,No,Yes,Yes,4,Diploma,Sales,Account Executive,1.0,2.088212389446489,0
54835,Sophia Taylor,37,False,71711,1,12,8,3,No,Yes,No,4,Bachelor's,Finance,Analyst,10.0,1.8348513393923223,0
54836,Karen Thompson,48,False,88580,1,12,10,3,No,No,Yes,3,Bachelor's,Support,Support Engineer,10.0,1.0,0
54837,Kiran Kumar,34,False,86066,2,6,11,2,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,9.017757697735966,3.056223047954892,0
54838,Priya Iyer,44,False,91636,0,21,1,0,Yes,No,Yes,4,Diploma,HR,HR Executive,8.841661243796976,4.229909517206529,0
54839,Rohit Thompson,61,True,59536,0,40,8,2,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,7.638549109812361,2.015561361644087,0
54840,Rohit Thomas,42,True,76177,3,12,12,2,No,Yes,Yes,3,Diploma,Support,Customer Specialist,10.0,7.532595882577684,0
54841,Luke Thompson,26,False,30000,3,0,7,0,No,Yes,No,3,Diploma,Engineering,ML Engineer,3.7706593468605534,1.0,0
54842,John Iyer,27,True,94996,2,0,0,1,No,Yes,No,3,Diploma,R&D,Researcher,4.19743141674546,10.0,0
54843,Priya Smith,38,True,42808,2,12,0,1,Yes,Yes,Yes,2,Bachelor's,Support,Support Engineer,7.463020981913369,10.0,0
54844,Kiran Smith,37,False,33748,3,14,1,3,No,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,4.132832501914798,1.0,0
54845,Daniel Wilson,53,False,30000,3,20,6,3,No,Yes,Yes,2,Diploma,Operations,Ops Manager,1.0,1.9205066557933068,0
54846,John Iyer,55,False,91535,3,8,10,2,No,Yes,Yes,4,Diploma,Operations,Operations Coordinator,10.0,3.2966291546463578,0
54847,Priya Taylor,34,True,30000,0,11,7,1,No,No,No,4,Bachelor's,Engineering,ML Engineer,1.0,8.291876309293848,0
54848,Olivia Taylor,47,False,86173,0,8,14,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,7.1963988238347065,4.836354090120792,0
54849,Ananya Thomas,27,True,78888,0,0,12,3,No,Yes,Yes,4,Bachelor's,R&D,Scientist,9.151152332954588,2.1888957885916134,0
54850,Vikram Gupta,40,False,64908,2,14,10,1,Yes,Yes,Yes,4,Diploma,Engineering,Software Engineer,10.0,6.847311821025269,0
54851,David Thompson,29,True,65419,1,7,11,2,Yes,Yes,Yes,3,Diploma,R&D,Researcher,4.733165061669349,1.0,0
54852,Priya Williams,50,True,54183,0,20,10,0,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,4.906332515085438,0
54853,David Taylor,18,True,30000,1,0,8,2,Yes,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,4.743015403371221,1.0,0
54854,Rohit Gupta,41,True,54321,0,17,9,3,No,No,No,4,Diploma,HR,HR Executive,3.8212110902634313,10.0,0
54855,Sophia Patel,39,False,70324,2,17,0,3,Yes,Yes,No,4,PhD,Sales,Account Executive,10.0,4.944994475084242,0
54856,Luke Kumar,44,True,50241,1,18,4,1,No,No,Yes,3,High School,Engineering,Software Engineer,10.0,1.1608860359185331,0
54857,Leo Sharma,34,True,54923,2,9,3,0,No,Yes,No,4,High School,Finance,Analyst,4.50951161991369,1.7514345439399932,0
54858,Emily Kumar,59,True,38892,0,34,0,2,No,Yes,Yes,4,Diploma,Operations,Operations Coordinator,9.147000574491495,4.70193223942651,0
54859,Nina Singh,43,True,112679,0,13,2,3,No,Yes,Yes,3,High School,Sales,Account Executive,10.0,3.614361959091287,0
54860,Ananya Kumar,40,False,69620,0,9,5,1,No,Yes,No,4,High School,R&D,Scientist,10.0,7.253626258218262,0
54861,Rohit Singh,47,False,60200,0,14,10,2,No,Yes,Yes,5,Bachelor's,Sales,Account Executive,4.424156733758,6.307427119211098,0
54862,Linda Williams,47,False,30000,2,22,12,0,Yes,Yes,Yes,3,Master's,Sales,Account Executive,3.65390304897279,4.334772228772051,0
54863,Nina Thompson,53,True,47831,1,32,8,0,Yes,Yes,Yes,4,Master's,R&D,Researcher,1.3377775266015286,5.862209343973946,0
